Keyword,Average Salary,Example URLs
creation,208.09305373525558,"https://www.upwork.com/jobs/Digital-Marketing-and-Content-Creation_%7E0186eb1584f05b29ee?source=rss, https://www.upwork.com/jobs/PPC-Campaigns-Creation_%7E0194c452c975920cd3?source=rss, https://www.upwork.com/jobs/Graphic-Designer-Needed-for-logo-creation_%7E014b560b864ae3ff52?source=rss"
facebook,206.24148402429364,"https://www.upwork.com/jobs/Expert-Facebook-Google-Ads-Manager-for-Attorney-Clients-with-GoHighLevel-Experience-LONG-TERM_%7E019354db36310c4083?source=rss, https://www.upwork.com/jobs/Collecting-the-Facebook-pages-candidates-for-the-2024-Bangladeshi-Election_%7E01250f560184f542dd?source=rss, https://www.upwork.com/jobs/Marketing-social-media-facebook-google-insta-adds-amp-Money-Making-Expert_%7E0139cf4fdabe5f1aae?source=rss"
seo,205.47574552683898,"https://www.upwork.com/jobs/SEO-for-Portuguese-Psychologist-site_%7E01b67082c5b51f7dec?source=rss, https://www.upwork.com/jobs/Certified-personal-trainer-physical-therapist-write-SEO-articles-for-local-Tulsa-gym_%7E0114eb0f4f279e0247?source=rss, https://www.upwork.com/jobs/Copywriter-SEO-friendly-articles-tech-innovation-and-business_%7E016e16e801bb2fcd1c?source=rss"
assistant,204.00512325512327,"https://www.upwork.com/jobs/Looking-for-appointment-setter-who-knows-social-media-marketing-amp-virtual-assistant-services_%7E019b2b4045bc0e6736?source=rss, https://www.upwork.com/jobs/Marketing-Assistant-entry-level_%7E01dae88675ee58a5e7?source=rss, https://www.upwork.com/jobs/Admin-Assistant-Social-media-creation_%7E0164c21cca81520b78?source=rss"
required,202.15278359146086,"https://www.upwork.com/jobs/Demand-Planning-Report-Required_%7E0143f283e9c941544b?source=rss, https://www.upwork.com/jobs/looking-for-freelancers-test-our-website-prior-experience-required_%7E01f0d9a30b6b281381?source=rss, https://www.upwork.com/jobs/Stock-Market-Trading-System-RFP-POC-Submission-Required_%7E015169b6865715b3c5?source=rss"
media,200.45176443629697,"https://www.upwork.com/jobs/Experienced-Media-Buyer-For-Solar-Pannel-and-Roofing-installation-companies_%7E0173dd0447366e03d2?source=rss, https://www.upwork.com/jobs/Social-media-pro-write-and-post-instagram_%7E0117a33936c23d49b9?source=rss, https://www.upwork.com/jobs/Experienced-Full-Cycle-Recruiter-LATAM-Immediate-Hire_%7E01c92463905b29db30?source=rss"
create,198.24843281548107,"https://www.upwork.com/jobs/designer-needed-create-model-character_%7E010b9392a52d9d9991?source=rss, https://www.upwork.com/jobs/need-logo-designer-who-can-create-simple-minimalist-design-for-company_%7E01697a3a823be1bd29?source=rss, https://www.upwork.com/jobs/Create-new-website-amp-Migrate-existing-new-hosting_%7E01eb94a1845c875a8f?source=rss"
videos,197.2549515381374,"https://www.upwork.com/jobs/need-some-animation-video-editing-experience-for-hypnosis-style-videos_%7E0186e5f74383931c45?source=rss, https://www.upwork.com/jobs/looking-for-sound-desginer-who-can-create-rain-videos_%7E015bd4b3ad489da873?source=rss, https://www.upwork.com/jobs/Male-voiceover-actor-for-whiteboard-videos_%7E0169274ef679aed601?source=rss"
ads,193.31940541340037,"https://www.upwork.com/jobs/Linkedin-Ads-Coach_%7E01eef9f8fd0ece2d56?source=rss, https://www.upwork.com/jobs/Expert-Facebook-Google-Ads-Manager-for-Attorney-Clients-with-GoHighLevel-Experience-LONG-TERM_%7E019354db36310c4083?source=rss, https://www.upwork.com/jobs/Need-Expert-Closer-Close-Warm-Leads_%7E0190e456c95f6f3a29?source=rss"
editing,189.68993963782697,"https://www.upwork.com/jobs/need-some-animation-video-editing-experience-for-hypnosis-style-videos_%7E0186e5f74383931c45?source=rss, https://www.upwork.com/jobs/Real-estate-video-editing-amp-motion-graphics_%7E01ed7481d6dcbc3166?source=rss, https://www.upwork.com/jobs/Academic-Paper-editing-and-Plagiarism-Check-and-Rephrase_%7E01d49e6ff681c87715?source=rss"
youtube,189.6548841495524,"https://www.upwork.com/jobs/Talented-YouTube-video-editor_%7E011194f0ea38ad633f?source=rss, https://www.upwork.com/jobs/YouTube-Script-Writer-Royalty-and-Monarchy_%7E0116758b5280a9cab6?source=rss, https://www.upwork.com/jobs/Passionate-Male-Voice-Artist-for-faceless-Youtube-channel_%7E016035c82d7be1e22c?source=rss"
research,187.42855202390655,"https://www.upwork.com/jobs/B2B-Customer-Satisfaction-Researcher_%7E019b200e7363cacfad?source=rss, https://www.upwork.com/jobs/Research-Travelling-Rome-Verona-and-Venice_%7E0169983c651e0a2e89?source=rss, https://www.upwork.com/jobs/30min-Interview-with-Directors-about-Software-Purchasing-Process-Research_%7E01762cc38132e51546?source=rss"
social,182.4196183505424,"https://www.upwork.com/jobs/Social-media-pro-write-and-post-instagram_%7E0117a33936c23d49b9?source=rss, https://www.upwork.com/jobs/Seeking-Creative-Video-Editor-for-Learning-Courses-Social-Media-and-Animation-Projects_%7E010a885fc1a6f0adbe?source=rss, https://www.upwork.com/jobs/Social-Media-Content-Manager-for-Real-Estate_%7E01fa9bae3b20b01b59?source=rss"
content,177.48102480803308,"https://www.upwork.com/jobs/Need-Someone-Update-4000-Url-the-Redirected-Links-Wordpress-Content_%7E011a0b9086a972c1ea?source=rss, https://www.upwork.com/jobs/Social-Media-Content-Manager-for-Real-Estate_%7E01fa9bae3b20b01b59?source=rss, https://www.upwork.com/jobs/Digital-Marketing-and-Content-Creation_%7E0186eb1584f05b29ee?source=rss"
script,177.02165991902834,"https://www.upwork.com/jobs/Web-Developer-Specializing-HTML-CSS-JavaScript-and-Unbounce_%7E017edfb02cd73a3105?source=rss, https://www.upwork.com/jobs/YouTube-Script-Writer-Royalty-and-Monarchy_%7E0116758b5280a9cab6?source=rss, https://www.upwork.com/jobs/Copyeditor-for-pages-Manuscript_%7E01f1f22eea39c74cba?source=rss"
store,174.7470525187567,"https://www.upwork.com/jobs/Shopify-Store-speed-Optimization_%7E0162bb3b8f782544e9?source=rss, https://www.upwork.com/jobs/eBay-Dropshipping-store-management-and-general-more-sales_%7E01c3c5c67f721c9155?source=rss, https://www.upwork.com/jobs/Need-initial-buyers-for-Gumroad-store_%7E01052c2ef205c1c342?source=rss"
tiktok,171.13764988009592,"https://www.upwork.com/jobs/Video-editor-TikTok-Live-Streamer-and-Talent-Manager_%7E0103ba2563c2c93264?source=rss, https://www.upwork.com/jobs/TikTok-Live-Streamer_%7E01b768ea9d1fdc67aa?source=rss, https://www.upwork.com/jobs/TikTok-Live-Streamer-Video-editor-and-Talent-Manager_%7E01b250231e24d54dc3?source=rss"
email,163.39091954022987,"https://www.upwork.com/jobs/URGENT-Fix-Emails-Not-Working-Discourse-Installation_%7E0105071d7c0022c291?source=rss, https://www.upwork.com/jobs/Cold-Email-Copy-Expert_%7E01fea28ea7f9face38?source=rss, https://www.upwork.com/jobs/Cold-Email-Specialist-With-Own-Server-IPs_%7E0139dda700373e1de2?source=rss"
support,154.65815664214625,"https://www.upwork.com/jobs/seek-Admin-support-Singapore_%7E01a47cf324e19c55a6?source=rss, https://www.upwork.com/jobs/Emergency-Customer-Support-Agent-Job_%7E01fb88b2541db11137?source=rss, https://www.upwork.com/jobs/General-Social-Media-amp-High-Level-Support-for-Mindfulness-Coach_%7E0121790906807c4092?source=rss"
short,151.29280085959886,"https://www.upwork.com/jobs/People-Needed-from-UAE-record-very-short-and-easy-sentences-our-app_%7E01b7745695576be4c7?source=rss, https://www.upwork.com/jobs/Create-short-Roblox-game-animated-trailer_%7E018ac9821048c229c4?source=rss, https://www.upwork.com/jobs/Short-Term-Rental-Website-Revised_%7E012e66d85fbe94613a?source=rss"
shopify,146.15677966101694,"https://www.upwork.com/jobs/Shopify-Store-speed-Optimization_%7E0162bb3b8f782544e9?source=rss, https://www.upwork.com/jobs/Shopify-Shop-Implementation_%7E01c266178fd0866b46?source=rss, https://www.upwork.com/jobs/Shopify-Developer-Needed-for-Custom-Product-Options-Dawn-Theme_%7E0149ba0147033ec2b2?source=rss"
instagram,130.70652173913044,"https://www.upwork.com/jobs/Social-media-pro-write-and-post-instagram_%7E0117a33936c23d49b9?source=rss, https://www.upwork.com/jobs/Instagram-Graph-API-setup_%7E012e33f91b8d7462cb?source=rss, https://www.upwork.com/jobs/Help-with-youtube-video-editing-amp-Instagram_%7E0141e579d5fad4a27c?source=rss"
simple,128.47811671087533,"https://www.upwork.com/jobs/need-logo-designer-who-can-create-simple-minimalist-design-for-company_%7E01697a3a823be1bd29?source=rss, https://www.upwork.com/jobs/Develop-simple-android-games-Libgdx-Godot-Android-Native-Flutter_%7E01306bd70848023e09?source=rss, https://www.upwork.com/jobs/Simple-logo-business-card-and-letterhead-design_%7E0146d49048aaf33e7f?source=rss"
google,122.22044410413476,"https://www.upwork.com/jobs/Expert-Facebook-Google-Ads-Manager-for-Attorney-Clients-with-GoHighLevel-Experience-LONG-TERM_%7E019354db36310c4083?source=rss, https://www.upwork.com/jobs/Google-Ads-Expert_%7E011928907bba45a343?source=rss, https://www.upwork.com/jobs/Get-blog-site-approved-for-Google-Adsense_%7E0188070779cab9a7ca?source=rss"
setup,90.71167097329888,"https://www.upwork.com/jobs/HubSpot-Implementation-amp-Setup-For-Sales-Team_%7E013144f4a663ad4ac9?source=rss, https://www.upwork.com/jobs/Instagram-Graph-API-setup_%7E012e33f91b8d7462cb?source=rss, https://www.upwork.com/jobs/DevOps-Engineer-needed-set-Infrastructure_%7E01279ced1969918a42?source=rss"
excel,85.67552182163188,"https://www.upwork.com/jobs/Need-Excel-VBA-Developer_%7E01288a3487df940989?source=rss, https://www.upwork.com/jobs/Medic-Nurse-break-down-clinical-terms-excel_%7E01325199f025ccd355?source=rss, https://www.upwork.com/jobs/Excel-Resource-Planning-Template-Automation_%7E013f847e78490c801d?source=rss"
